author,cate,deep,fromUrl,handle,html,keywords,link_text,publish_time,rule,source,text,title,url,website
卫嘉,国内,1,,1,,,外媒：嫦娥四号承载多项科研任务 将首次前往月球背面,2018年12月09日,,参考消息网,"12月9日报道
    外媒称，中国雄心勃勃的太空计划将进入以前任何项目都未曾到过的地方——月球背面。中国探月工程嫦娥四号探测器成功发射，如果一切顺利，这个以神话传说中月亮女神之名命名的探测器将在艾特肯盆地着陆，并在那里拍摄月球表面的图像以及采集月表样本。
    据西班牙《先锋报》网站12月7日报道，由于月球背面没有来自地球的电磁干扰，在这一区域着陆将有利于嫦娥四号探测器的月球车更好地研究月球和太空。据中国官方媒体报道，该探测器配备了一台低频射电频谱仪，以帮助科研人员研究在大爆炸发生后，宇宙如何摆脱黑暗，并点亮第一颗恒星。
    报道称，该探测器将携带装有马铃薯种子和拟南芥种子的罐子，科学家将借此测试植物是否能在月球上生长。该探测器还将携带蚕卵，以进行人类首次月面生物实验。
    报道还称，嫦娥是中国发射的一系列月球探测器的名称。嫦娥三号于2013年发射，携带着玉兔号月球车在月球软着陆，探测了月球的地质构造和自然资源。（下转第2版）
    报道指出，中国希望到2030年成为世界航天强国之一。总部设在美国科罗拉多州斯普林斯的非营利性组织太空基金会称，中国的太空预算每年约为80亿美元，仅次于美国。",外媒：嫦娥四号承载多项科研任务 将首次前往月球背面_《参考消息》官方网站,http://www.cankaoxiaoxi.com/china/20181209/2364322.shtml,CanKao
王露露,国内,1,,1,,,德国又要出新招限制外资并购 德媒：中资收购并不能成指控理由,2018年12月18日,,参考消息网,"12月18日报道
    德媒称，德国政府计划提高关键行业的并购门槛，让政府可以更大程度限制外资对德企的收购行为。
    据德国之声电台网站12月16日报道，德国联邦政府决定出台更严格的规定，以限制外资收购。新规将欧盟以外外资并购德企的审查门槛从目前的25%股权下调至10%，规定仅限于涉及安全领域的公司。
    德国《商报》透露，经过长时间的磋商，内阁会议将在12月19日通过《德国对外贸易条例》修改草案。德媒向德国经济部求证时，对方仅说修改草案很快被送到内阁，但没有提到更多详细信息。
    将25%股权的门槛降到10%仅限于与安全有关的领域，比如涉及国防或者一些敏感的基础设施，其中包括能源供应商。
    这份草案的比例要比之前德国经济能源部长阿尔特迈尔的主张还要严格，阿尔特迈尔曾建议将外资并购德企的审查门槛从25%股权下调至15%。
    报道称，修正草案的背景涉及到中国投资商。迄今为止，德国政府叫停中资并购德企的难度极高，因此计划出台更严格的法规，限制敏感企业被收购，目的是让政府及时拥有话语权，参与决定是否德国的安全利益受到威胁。",德国又要出新招限制外资并购 德媒：中资收购并不能成指控理由_《参考消息》官方网站,http://www.cankaoxiaoxi.com/china/20181218/2365776.shtml,CanKao
卫嘉,国内,1,,1,,,俄媒：中国新建摩天大楼数量连续四年蝉联榜首,2018年12月18日,,参考消息网,"12月18日报道
    俄媒称，中国仍是修建摩天大楼的世界纪录保持者。
    据俄罗斯《生意人报》网站12月16日报道，高层建筑与城市居住区委员会公布了2018年度报告。2018年全球新建超过200米高的建筑共143栋，较创纪录的2017年少4栋。但在“超高建筑”（高度超过300米）方面，2018年以绝对优势创下新纪录——建成18栋。一半以上的高楼都建在中国。报告中未提及俄罗斯。
    报道称，目前全球超过200米高的建筑总计1478栋。这一数据是2010年的1.41倍。2018年建成的这些建筑的总高度为35246米，该数据较2017年的35849米略有下降。
    今年新建的最高建筑是高达528米的北京中信大厦（中国尊）。中国已经连续四年领跑新建大楼高度排行榜。
    2018年新建大楼平均高度为247米，高于2017年（244米）。
    目前全球超高建筑数量已达144栋，与5年前相比数量增加了90%。
    高层建筑与城市居住区委员会主任安东尼·伍德指出：“根据全球城市化速度来看，平均每周不得不修建100万人口新城市的等量物。所以，保持这样的高楼修建速度并不意外。”
    亚洲地区已不是第一年领跑新建高楼排行榜。2018年亚洲新建高楼109栋，占全球总数的76%。在该地区以及全世界的领跑者仍然是中国：今年中国新建摩天大楼88栋，占全球总数的62%。对中国而言，2018年他们在修建高楼上打破了纪录。之前的纪录创造于2016年（新建86栋）。",俄媒：中国新建摩天大楼数量连续四年蝉联榜首_《参考消息》官方网站,http://www.cankaoxiaoxi.com/china/20181218/2365749.shtml,CanKao
沈鹏,国内,1,,1,,,外媒关注中国自明年1月1日起暂停对美国汽车加征关税3个,2018年12月14日,,参考消息网,"12月14日报道
    法新社12月14日报道称，作为与美国的贸易战休战的一部分，中国宣布将从2019年1月1日起暂停对美国汽车和汽车零部件征收三个月的额外关税。
    法新社称，今年夏天，北京将美国制造的汽车和汽车零部件关税提高了25%，以报复美国对500亿美元的中国商品征收关税。
    12月14日，国务院关税税则委员会发布《国务院关税税则委员会关于对原产于美国的汽车及零部件暂停加征关税的公告》，宣布国务院关税税则委员会决定从2019年1月1日起，对原产于美国的汽车及零部件暂停加征关税3个月，涉及211个税目。
    公告称，当地时间2018年12月1日晚，在二十国集团领导人布宜诺斯艾利斯峰会期间，习近平主席应邀同美国总统特朗普举行会晤，就中美经贸问题达成了重要共识。为落实两国元首共识，根据《中华人民共和国对外贸易法》《中华人民共和国进出口关税条例》等法律法规和国际法基本原则，经国务院批准，国务院关税税则委员会决定从2019年1月1日起，对原产于美国的汽车及零部件暂停加征关税3个月，涉及211个税目。
    财政部网站在《国务院关税税则委员会发布公告决定对原产于美国的汽车及零部件暂停加征关税》的新闻稿中还指出，今年7月1日起，我国对汽车及零部件主动降低了进口关税，以扩大对外开放，满足人民群众多样化消费需求。对原产于美国的汽车及零部件加征关税，是我反制美国贸易保护主义的被迫之举。暂停加征关税，是落实两国元首共识的具体举措，可以扩大适销对路产品进口，满足国内市场和人民需要。我们希望，双方按照两国元首共识，以相互尊重、相互平等和言而有信、言行一致为前提，朝着取消所有加征关税的方向加紧磋商，积极构建平衡、包容、共赢的中美经贸新秩序。",外媒关注中国自明年1月1日起暂停对美国汽车加征关税3个月_《参考消息》官方网站,http://www.cankaoxiaoxi.com/china/20181214/2365539.shtml,CanKao
李赛,国内,1,,1,,,太贵，养不起？外媒：两只大熊猫或被马来西亚送回国,2018年12月18日,,参考消息网,"12月18日报道
    外媒称，继大熊猫“暖暖”提早回家后，马来西亚水源、土地与天然资源部长希维尔透露，基于“钱”的问题，大熊猫“兴兴”与“靓靓”也可能会提早被送回家。
    新加坡《联合早报》网站12月17日援引马来西亚《中国报》的报道称，希维尔说，由于政府耗资太多钱在饲养熊猫上，因此他将会把此事带上内阁讨论。
    至于针对“兴兴”和“靓靓”的第二个结晶品，希维尔就表示，根据马来西亚政府与中国野生动物保护协会签署的协议，幼崽必须在24个月内，归还给中国，不过任何期限延长都可与该协会商量。
    报道称，“兴兴”与“靓靓”于2014年5月抵马，如今寄养在马来西亚国家动物园已有四年半之久。
    报道还称，大熊猫饲养成本非常高。大熊猫来马之前，政府特别拨款1000万令吉（约合人民币1657万元）和使用一马发展公司（1MDB）基金会1500万令吉（约合人民币2485万元）在国家动物园兴建熊猫馆兼保育中心。而根据马来西亚政府与中国野生动物保护协会签署的协议，一对大熊猫一年的租金通常为100万美元（约合人民币690万元）、每只熊猫每年的保险费为5万令吉（约合人民币8万元）。至于熊猫宝宝在马来西亚生活2年的一次性租金是60万美元（约合人民币414万元），费用惊人。",太贵，养不起？外媒：两只大熊猫或被马来西亚送回国_《参考消息》官方网站,http://www.cankaoxiaoxi.com/china/20181218/2365768.shtml,CanKao
卫嘉,国际,1,,1,,,美联储还有两天就要再加息 特朗普大声疾呼“见好就收吧！”,2018年12月18日,3,参考消息网,"12月18日报道
    英媒称，就在美国联邦储备委员会（美联储）还有两天就要进行今年第四次加息时，美国总统特朗普和他的高级贸易顾问12月17日加大了对美联储收紧货币政策的批评力度。
    据路透社12月17日报道，“令人难以置信的是，在美元非常强劲、几乎没有通胀、我们周围的外部世界都炸锅了、巴黎在燃烧、中国在走下坡路的情况下，美联储甚至还考虑再次加息。见好就收吧！”特朗普在推特上写道。
    几小时后，美国国家贸易委员会主任纳瓦罗加大了批评力度，称美联储像9月份那样发出明年将继续加息的信号，简直是“疯了”。
    “美联储周三不应该加息，不是因为经济放缓，而是因为经济增长并没有刺激通胀攀升，”纳瓦罗对CNBC电视表示，“我认为美联储应该做的很简单，就是按照它所说的去做，也就是看数据……而不是仅仅说你将在明年加息三次——这太疯狂了。要看数据！”
    报道称，投资者大举押注美联储将在12月19日结束为期两天的政策会议后升息，因其承诺将逐步升息至中性水准，以防止经济过热。
    许多经济学家还预计，美联储明年将继续加息，尽管在可能出现经济衰退的情况下加息步伐会放缓。",美联储还有两天就要再加息 特朗普大声疾呼“见好就收吧！”_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181218/2365836.shtml,CanKao
王露露,国际,1,,1,,,美国沙特应对气候变化最不积极 碳排减量进度成绩垫底,2018年12月11日,3,参考消息网,"12月11日报道
    台媒称，研究人员12月10日表示，在减缓气候变迁冲击方面，美国和沙特阿拉伯成绩垫底，在温室气体排放量占全球90%的56个国家中，位居末尾。
    据台湾“中央社”12月10日综合外电报道，他们在波兰出席联合国气候会议时说，除了美国和沙特，碳排减量进度落后的国家很多，而这已使全球各地旱灾、水灾和致命热浪情况加剧。
    “新气候”研究所和非政府组织德国观察表示，只有少数国家已开始施行减缓全球变暖的政策，以达成2015年巴黎协定的重点目标。大多数政府“没有足够的政治意愿，以必要速度逐步淘汰化石燃料”。
    科学家上周宣称，全球二氧化碳排放量2018年将攀升近3%。全球变暖现象有80%可归咎于二氧化碳。
    报道称，在2014到2016年间情况相对稳定后，2017年全球碳排放量再度攀高，原因为石油和燃煤等使用量增加。
    根据联合国10月发布的重要报告，在减碳方面，得分最高的是瑞典和摩洛哥，其它得分较高的国家和地区包括英国、印度、挪威、葡萄牙和欧盟。
    报道称，除了美国和沙特，同样位居末尾的还有伊朗、韩国、澳大利亚、加拿大、俄罗斯、土耳其和日本。",美国沙特应对气候变化最不积极 碳排减量进度成绩垫底_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181211/2365022.shtml,CanKao
贾元熙,国内,1,,1,,,外媒：弥合分歧任务艰巨 G20峰会或难发表公报,2018年12月01日,,参考消息网,">
    >
    >
    核心提示：报道称，G20峰会笼罩在各种矛盾造成的剑拔弩张的氛围下，不排除由于在多数议题上存在分歧，各方在会晤后甚至无法就最终公报达成一致。
    12月1日报道
    埃菲社11月29日报道称，G20成员领导人陆续抵达阿根廷，他们将在11月30日和12月1日召开的峰会上就中美贸易紧张局势、俄罗斯与乌克兰冲突、应对气候变化以及性别平等等议题展开讨论。
    贸易：
    贸易问题引发的摩擦最严重，各国均希望在贸易问题上达成某项协议。虽然各国在贸易问题上的立场相去甚远，但包括中国在内的众多国家都表示希望通过谈判来进一步开放市场。而这正是贸易紧张局势迎来转折的关键。
    气候变化：
    为应对气候变化，2015年几乎所有国家都签署了《巴黎协定》，但2017年特朗普却宣布退出该协定。
    性别平等：
    本次G20峰会的一个议题是在数字经济领域消除性别歧视，提高女性在该领域的参与度。
    数字税收：
    数字化被视为经济增长越来越重要的引擎。G20正在探讨如何加快数字经济发展，同时对大型跨国数字企业实行公平税收。
    就业和教育：
    这是阿根廷为峰会确立的优先议题之一。随着新技术逐渐改变传统就业结构，亟须改变教育制度以培养人们适应新的工作挑战。
    可持续粮食供应：
    土地风化导致每年损失的耕地面积达到1000万公顷。阿根廷提议商讨政策，以在不损害环境的情况下提高土地生产力。
    相关阅读
    凡注明“来源：参考消息网”的所有作品，未经本网授权，不得转载、摘编或以其他方式使用。
    精品推荐
    美媒称，北斗是中国雄心勃勃地取代西方在航空航天领域主导地位的行动的一部分，一家国有企业正在研发取代空中客车公司和波音公司...
    彭博社
    2018-12-01 00:13:01
    陈朝根把自己生活的巨大改善归功于有幸生活在一个不断发展的经济体中，而不是考试成绩好或做出正确的职业选择。他说：“我上学和...
    香港《南华早报》网站
    2018-11-30 00:18:01
    报道称，民营企业家可以加入共产党的同时，许多中国民营企业都在公司内自行组建共产党组织，但最吸引外界注意的是多家中国科技公...
    英国广播公司网站
    2018-11-30 10:43:00
    蒂芙尼首席执行官亚历山德罗·博廖洛说：“不是中国人的需求减少了，而是中国游客的旅游活动减少了。”
    美联社
    2018-11-30 00:18:01
    卡尼表示，综合所有的经济演算模型，“无论选择哪种脱欧路线，英国的经济都会比不脱欧更差”；但若是英国与欧盟最终走向“无协议...
    台湾联合新闻网
    2018-11-30 00:18:01
    由于日本防卫省增加进口高额的美国武器，需要支付的武器贷款急剧增多，导致防卫省请求国内企业“推迟回收货款”的罕见事态。
    日本《东京新闻》
    2018-11-30 11:11:03
    蔡红军11月28日说：“我仍然相信，而且瑞银集团的观点也认为，中国仍然是世界上投资机会最多的国家。或许我们可以保守地说，是世...
    美国消费者新闻与商业频道网站
    2018-11-30 00:18:01
    报道指出，美国奥巴马政府过去曾否决台湾采购66架F-16C/D Block 50/52的申请，但此案现在将形同复活。
    台湾联合新闻网
    2018-11-30 00:18:01
    日本政府要求被告的日企等拒绝赔偿。韩方正在以韩国国务总理李洛渊为主商讨对策，但预计今后下级法院的审理也将不断作出类似判决...
    共同社
    2018-11-30 00:18:01
    28日，在UNESCO保护非物质文化遗产政府间委员会第13届常会上，中国申报的“藏医药浴法——中国藏族有关生命健康和疾病防治的知识...
    台湾“中央社”
    2018-11-30 11:21:25",外媒：弥合分歧任务艰巨 G20峰会或难发表公报_《参考消息》官方网站,http://www.cankaoxiaoxi.com/china/20181201/2361180.shtml,CanKao
李赛,国际,1,,1,,,西班牙小城成立文学合作社：通过投票决定作品能否出版,2018年12月12日,3,参考消息网,"12月12日报道
    西媒称，西班牙特鲁埃尔人懂得利用小地方的优势来推行一项以合作为基础的文化倡议——文学合作社。在文学合作社中，参与者通过自己的支持来决定出版的作品，他们可以低价购买作品，并以此支持本地主题和作者。
    据埃菲社12月9日报道，该项目策划者、推广者菲托·罗德里格斯在接受采访时表示，文学合作社的定义源于其本地化和合作化的特点，因为为出版作品提供支持的是加入合作社的人，而作品只有在吸引这些受众的兴趣后才能得到进一步推广。
    报道称，机制很简单：感兴趣的人报名加入合作社，无需支付任何费用，相反，他们还能获得有关计划出版的作品的信息。他们根据信息判断是否对其感兴趣，以及该作品能否吸引足够数量的潜在读者。经过在特鲁埃尔进行的一段流程后，作品才能以书籍的形式出版。
    罗德里格斯说，“我们并不追求出版畅销书”，而是想推广特鲁埃尔的文化，支持特鲁埃尔作家和本地主题。",西班牙小城成立文学合作社：通过投票决定作品能否出版_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181212/2365262.shtml,CanKao
王天僚,国际,1,,1,,,外媒：英国首相特雷莎·梅证实将在2022年大选前辞职,2018年12月13日,3,参考消息网,"12月13日报道
    据《华盛顿邮报》12月13日报道，英国首相特雷莎·梅证实，她将在2022年英国大选前辞职。
    另据新加坡《联合早报》12月13日报道，虽然英国选民未能直接参与首相特雷莎·梅去留的投票，但多达8万网友在推特上发表意见。有民众认同“逼宫者”所言，指特雷莎·梅的脱欧草案会令英国失去边界控制权；但也有不少民众认为特雷莎·梅下台不会解决现时困境。
    报道称，英国保守党内仍有200党员对她投下信任票，就是反映了议员顾虑到不少选民不愿换人的意愿。英国有民众表示，就算特雷莎·梅下台也不会改善或突破脱欧乱象，其实再没有更好、更有能力的人选担此重任。",外媒：英国首相特雷莎·梅证实将在2022年大选前辞职_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181213/2365428.shtml,CanKao
朱方雨,国际,1,,1,,,斯里兰卡高院裁定总统提前解散国会违法 前总理复职可能,2018年12月13日,3,参考消息网,"12月13日报道
    外媒称，斯里兰卡最高法院13日裁定，总统西里塞纳提前解散国会是违法行为，前总理维克勒马辛哈复职的可能性或因此提高。
    据新加坡《联合早报》网站12月12日报道，西里塞纳于10月底罢免维克勒马辛哈，并委任前总统拉贾帕克萨为新总理。上月9日，西里塞纳宣布解散国会，在明年1月5日举行全国大选。
    然而斯里兰卡最高法院法官指出，西里塞纳此举违反了宪法。按照宪法，一届国会必须运行至少4年半，并在获得三分之二议员支持的情况下才能解散。
    有分析指出，斯里兰卡高院的裁决将使西里塞纳面对更大压力，他可能会因此作出让步。",斯里兰卡高院裁定总统提前解散国会违法 前总理复职可能性提高_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181213/2365429.shtml,CanKao
王天僚,国际,1,,1,,,特朗普前律师再爆料：特朗普知道付封口费不对 但怕影响,2018年12月14日,3,参考消息网,"12月14日报道
    外媒称，唐纳德·特朗普总统的前律师迈克尔·科恩14日在采访时说，特朗普知道在选举前夕向两名声称与他有染的女性支付封口费是不对的。
    据法新社12月14日报道，科恩指出，特朗普之所以采取行动，是因为他“非常担心这会对选举产生影响”。
    报道称，特朗普曾表示，他从未指示科恩做违法的事，但当被问及特朗普是否知道付给斯托米·丹尼尔斯和卡伦·麦克杜格尔的钱是错误的时候，科恩说“当然”。
    另据路透社12月12日报道，当地时间12月12日，美国总统特朗普的前私人律师科恩被判入狱三年，罪名包括在2016年大选前违反竞选相关法律向两名女性支付封口费以及其他财务不法行为。此事给特朗普带来了法律和政治上的风险。
    在曼哈顿法庭上，科恩对美国地区法院法官波利表示，他出于“愚忠”为特朗普掩盖了一些“肮脏的事情”。
    报道称，科恩在此案中出现令人震惊的反转，这名律师曾表示要为特朗普“挡子弹”。但他在8月认罪时称，特朗普指示他向两名女性支付封口费，这两人分别是前《花花公子》杂志模特麦克杜格尔和成人电影明星丹尼尔斯。特朗普否认与两人有染，也不承认与封口费一事有关。",特朗普前律师再爆料：特朗普知道付封口费不对 但怕影响选情_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181214/2365543.shtml,CanKao
王露露,国际,1,,1,,,德媒：马克龙对“黄背心”让步 公众对抗议活动支持率大,2018年12月12日,3,参考消息网,"12月12日报道
    德媒称，12月11日公布的民调结果显示，法国总统马克龙对“黄背心”运动的让步可能已经有效降低了公众对未来抗议活动的支持率，尽管公众的意见仍存在分歧。
    据德新社12月11日报道，自11月中旬以来，头戴安全帽的抗议者在法国各地举行集会并封锁道路，最初这些集会是为了抗议提高燃油税的计划。
    报道称，法国政府上周取消了提高燃油税的计划，但抗议活动仍在继续。许多人现在呼吁提高工资，普遍减税，甚至要求马克龙辞职。
    奥多克萨调查公司和Elabe调查公司12月11日进行的调查显示，公众对举行更多抗议活动的支持度急剧下降。而就在前一天，马克龙做出承诺，每月向最低工资工人额外发放100欧元（约合780元人民币），并恢复对许多退休人员的一项免税政策。
    法国中左翼和中右翼反对党的大多数支持者以及马克龙的支持者都表示，抗议活动应该结束。
    但是，民调显示，极右翼政党国家联盟（National Rally）的支持者和激进的左翼绝大多数希望“黄背心”运动继续下去。
    前欧洲议会议员丹尼尔·科恩-本尼迪特说：“整体而言，他朝着正确方向迈出了一步，”尽管他还表示，马克龙的“道歉”是否会有助于解决这场危机还有待观察。",德媒：马克龙对“黄背心”让步 公众对抗议活动支持率大幅下降_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181212/2365258.shtml,CanKao
李赛,国际,1,,1,,,美媒：英一大型动物园失火 内有1.5万只动物,2018年12月17日,3,参考消息网,"12月17日报道
    美媒称，英国某动物园的一处展馆15日发生失火，迫使动物管理员疏散游客，并把动物转移至远离火焰的地方。该动物园是英国规模最大的动物园之一。
    据美联社12月15日报道，目击者说，火情于上午11时30分爆发于“季风林”栖息区，大风助长了展馆建筑充气屋顶上的火焰。这家动物园位于英格兰利物浦市以南的切斯特附近，园方没有说明失火原因。
    园方称他们与应急服务机构一起控制住了火势。园方在“推特”上说：“极度濒危的苏门答腊猩猩和其他哺乳动物的安全都得到了安置，我们正在努力安置其他所有动物物种。”
    报道称，该展馆于2015年开放，属于该园一项投资4000万英镑的发展计划的一部分。
    动物园首席执行官马克·皮尔格林在该园官网上说，这家于1931年开业的动物园拥有1.5万只动物。该动物园饲养着大约500种不同种类的动物——其中近一半是濒危动物，并且还在国内外资助和实施70个保护项目。",美媒：英一大型动物园失火 内有1.5万只动物_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181217/2365683.shtml,CanKao
朱方雨,国际,1,,1,,,德媒：美中学开设“用枪课”应对校园枪击案,2018年12月18日,3,参考消息网,"12月18日报道
    德媒称，美国艾奥瓦州北巴特勒高级中学和另一所社区学校正在引发关注，因为鉴于枪击带来的严重伤亡，这两所学校开始了新的探索。
    据德国《每日镜报》网站12月16日报道，艾奥瓦电台消息称，从明年春季开始，上述两所学校的学生将被教授如何使用枪支。这项培训将成为体育课的一部分，并且是七年级和八年级学生的必修内容。
    美国疾病控制和预防中心的数据显示，去年美国近4万人死于枪击，其中校园枪击案的死亡人数也达到前所未有的水平。
    报道称，然而对很多美国人而言，日常持枪是不容改变的事实。艾奥瓦州的教育人士认为，他们只是在应对一种现实：每个人迟早会接触枪支，因此如果作为孩童就已知道如何使用它们，会起到很大帮助。",德媒：美中学开设“用枪课”应对校园枪击案_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181218/2365827.shtml,CanKao
朱方雨,国际,1,,1,,,加纳大学移除甘地雕像 称甘地涉嫌种族歧视,2018年12月18日,3,参考消息网,"12月18日报道
    美媒称，加纳大学日前撤走了印度独立运动领袖甘地的雕像。
    据美国《华盛顿邮报》网站12月15日报道，对世界上很多人来说，甘地因为在争取印度主权的斗争中进行的和平抗议而被铭记，但在甘地曾担任律师达20年之久的非洲，人们看待他的视角却有所不同。
    2016年，时任印度总统慕克吉为加纳大学的甘地雕像揭幕，成为两国加强关系的象征。但是，一些教授、学生和加纳人猛烈抨击这座雕像，称它所致敬的是一个将非洲人视为赤裸裸的野蛮人的种族主义者，他们称，甘地在非洲20年期间的早期作品中认为非洲人比英国人和印度人更低一等。
    据英国广播公司报道，加纳大学的教职员工和学生说，甘地雕像已于12日被移除。",加纳大学移除甘地雕像 称甘地涉嫌种族歧视_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181218/2365829.shtml,CanKao
卫嘉,国际,1,,1,,,日本索要北方四岛受挫？俄外长：须无条件承认二战结果,2018年12月18日,3,参考消息网,"12月18日报道
    日媒称，俄罗斯外长拉夫罗夫12月17日接受《共青团真理报》电台采访时，就今后与日本的和平条约缔结谈判表示，“如果日本的立场不变，那么我们将保持一贯以来的状态。”他强调，只要日方不承认北方四岛（俄方称南千岛群岛）成为俄领土是第二次世界大战的结果这一俄方主张，谈判就不会有进展。
    据共同社12月18日报道，日本首相安倍晋三与俄总统普京11月达成共识，同意基于写明和平条约缔结后移交色丹和齿舞两岛的1956年《日苏共同宣言》，加快条约缔结谈判。拉夫罗夫表示，“1956年宣言是基础，意味着无条件承认二战结果。日方现阶段的立场是与其说无意如此，不如说不可能这样，这一点很严重。”
    对于《日苏共同宣言》的内容，拉夫罗夫主张称“移交两岛并非理所当然的义务。关于何时以何种形式移交给谁，需要进行谈判”。
    另据共同社12月18日报道，12月17日获悉，围绕日俄两国外长挂帅的和平条约缔结谈判，两国政府间的日程协调不见进展。原因可能是俄方对于北方四岛问题成为焦点的条约谈判态度不积极。日方原本设想的外相河野太郎年内访俄难以实现，正在考虑明年1月河野访俄的新方案。多名日本政府消息人士透露了该消息。",日本索要北方四岛受挫？俄外长：须无条件承认二战结果_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181218/2365837.shtml,CanKao
朱方雨,国际,1,,1,,,埃及4400年前古墓“保存完好” 墓主系第五王朝长老,2018年12月18日,3,参考消息网,"12月18日报道
    美媒称，一位文物官员说，埃及新发现的保存完好的古墓已被确定为一位热爱母亲的王室长老的最后安息地。
    据美国《华盛顿邮报》网站12月16日报道，埃及古文物最高委员会秘书长穆斯塔法·瓦齐里指着大量象形文字、雕像和绘画说：“这位长老在这里几乎所有的地方都提到了他母亲的名字。”
    报道称，从这座有着4000多年历史的古墓的照片和视频来看，墓地保存得极为完好。瓦齐里说，这一发现在“过去几十年中是独一无二的”。
    这位长老名叫瓦提亚，曾为埃及第五王朝法老内弗尔卡拉服务。他的墓地长约33英尺（约合10米），宽与高各约10英尺，是在开罗以南的塞加拉地区发现的。墓地有两层，里面装满了雕像和长老及其家人的彩绘。各种绘画描绘的是“陶器和葡萄酒的制作、宗教仪式、音乐表演、船只航行、丧葬家具的制造以及狩猎”等场面。
    据报道，塞加拉发现的这一墓地是一个更大的建筑群的一部分，考古学家们在这个建筑群中发现的艺术品和建筑能让人深入了解古埃及人的日常生活。
    瓦齐里说，这座古墓的发现之所以很特别，是因为它近乎完美的保存状态，墓穴内的彩绘几乎完全保存了下来，墓穴本身也未遭破坏。",埃及4400年前古墓“保存完好” 墓主系第五王朝长老_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181218/2365832.shtml,CanKao
朱方雨,国际,1,,1,,,美五大IT巨头威胁论蔓延全球：掌握“全世界的个人信息”,2018年12月18日,3,参考消息网,"12月18日报道
    日媒称，受脸书公司大规模个人信息泄露事件影响，美国IT巨头们正在承受来自全世界的质疑。人们将脸书、亚马逊、苹果、奈飞和谷歌五家企业合称FAANG，欧美各国纷纷出台针对它们的严格监管措施。这是因为FAANG掌握了全世界的个人信息，开始拥有左右国家发展方向的能力。
    据日本《朝日新闻》12月17日报道，“如果我现在要去哪儿，谷歌是不是就可以追踪我的手机，知道我的一举一动？”这是在美国国会众议院11日举行的一场听证会上，共和党议员保罗挥舞着手机发出的质问。现场气氛随之紧张起来，谷歌首席执行官桑达尔·皮查伊语焉不详，保罗连珠炮式地说：“这还用说，谷歌肯定都知道。”
    据说，半数美国人的手机使用了谷歌公司的安卓系统。按照美国媒体的报道，谷歌可以通过智能手机掌握每个人行走的速度、位置信息，在此基础上获得更加详细和数量庞大的数据信息，用于向用户推送广告。
    议员们的担忧情绪在上升，众议院司法委员会主席古德拉特甚至说，谷歌收集到的用户数据信息之广，让美国国家安全局也自愧不如。",美五大IT巨头威胁论蔓延全球：掌握“全世界的个人信息”_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181218/2365823.shtml,CanKao
朱方雨,国际,1,,1,,,积怨已久！被批不诚实半年后 特鲁多“反击”特朗普：不可预测,2018年12月18日,3,参考消息网,"12月18日报道
    外媒称，美国总统特朗普和加拿大总理特鲁多的龃龉由来已久，近日，特鲁多在接受采访时用“不可预测”一词来形容特朗普，两位领导人关系再掀波澜。
    据俄罗斯卫星网12月16日报道，加拿大总理特鲁多16日接受了当地媒体CTV的采访，其中一个火药味十足的环节是他被要求分别用一个词描述俄罗斯总统普京和美国总统特朗普，他称特朗普是“不可预测的（unpredictable）”。同时，对于特朗普曾在社交媒体上发布的很多“伤人”言论，特鲁多表示，他注意到了这些言论，并表示不管他的感受如何，一切以维护加拿大的利益为主。
    早在今年5、6月份，特朗普宣布对加拿大施加钢铝关税后，双方就曾掀起一场口水仗，导致在加拿大举行的七国集团（G7）峰会变成了一场彻头彻尾的失败：法新社6月10日曾报道称，美国总统特朗普发表了一篇怒气冲冲的“推文”，撤销了对艰难达成的G7峰会联合声明的支持，并将之归咎于加拿大总理特鲁多，称后者“非常不诚实”。而特鲁多在峰会最后的记者会上总结为期两天的艰难讨论时，再次批评美国对进口钢铝制品所征收的关税，他承诺要“泰然自若”地进行反击。",积怨已久！被批不诚实半年后 特鲁多“反击”特朗普：不可预测_《参考消息》官方网站,http://www.cankaoxiaoxi.com/world/20181218/2365797.shtml,CanKao
